YEAR,HOSPITAL,COUNTY,LATITUDE,LONGITUDE,Hospital Ratings,# of Cases
2023,Alameda Hospital,Alameda,37.762953,-122.25362,As Expected,150
2023,Alta Bates Summit Medical Center - Alta Bates Campus,Alameda,37.85633,-122.25784,As Expected,291
2023,Alameda County Medical Center - Highland Campus,Alameda,37.79917,-122.2312,As Expected,553
2023,Alta Bates Summit Medical Center - Summit Campus - Hawthorne,Alameda,37.82106,-122.26257,As Expected,755
2023,Saint Rose Hospital,Alameda,37.63291,-122.08962,Worse,216
2023,Washington Hospital - Fremont,Alameda,37.55847,-121.98006,As Expected,586
2023,Valleycare Medical Center,Alameda,37.69206,-121.88095,As Expected,384
2023,Kaiser Foundation Hospital – Fremont,Alameda,37.55055,-121.97483,As Expected,270
2023,Eden Medical Center,Alameda,37.6983769,-122.0874055,As Expected,303
2023,Kaiser Foundation Hospital – Oakland/Richmond,Alameda,37.82402,-122.25791,As Expected,983
2023,Kaiser Foundation Hospital – San Leandro,Alameda,37.70611,-122.16917,As Expected,447
2023,Sutter Amador Hospital,Amador,38.34743,-120.77272,As Expected,120
2023,Biggs Gridley Memorial Hospital,Butte,39.36705,-121.69058,As Expected,19
2023,Oroville Hospital,Butte,39.50485,-121.5428,As Expected,413
2023,Enloe Medical Center - Esplanade Campus,Butte,39.74224,-121.84922,As Expected,1021
2023,Mark Twain Saint Joseph's Hospital,Calaveras,38.19021,-120.67105,As Expected,40
2023,Colusa Regional Medical Center,Colusa,39.20727,-122.00031,As Expected,45
2023,Contra Costa Regional Medical Center,Contra Costa,38.00646,-122.13101,As Expected,324
2023,Sutter Delta Medical Center,Contra Costa,37.98222,-121.8054,As Expected,476
2023,John Muir Medical Center - Walnut Creek Campus,Contra Costa,37.91434,-122.04183,As Expected,496
2023,Kaiser Foundation Hospital - Walnut Creek,Contra Costa,37.8923,-122.05828,As Expected,488
2023,John Muir Medical Center - Concord Campus,Contra Costa,37.98615,-122.03874,As Expected,788
2023,San Ramon Regional Medical Center,Contra Costa,37.77713,-121.96076,As Expected,164
2023,Kaiser Foundation Hospital - Antioch,Contra Costa,37.951975,-121.776854,As Expected,471
2023,Sutter Coast Hospital,Del Norte,41.77278,-124.19514,As Expected,79
2023,Barton Memorial Hospital,El Dorado,38.91224,-119.99784,As Expected,42
2023,Marshall Medical Center,El Dorado,38.72557326,-120.7909638,As Expected,185
2023,Clovis Community Medical Center,Fresno,36.83745,-119.66072,Worse,750
2023,Coalinga Regional Medical Center,Fresno,36.15096,-120.33501,As Expected,12
2023,Community Regional Medical Center - Fresno,Fresno,36.74253,-119.78324,Worse,1472
2023,Sierra Kings District Hospital,Fresno,36.60789,-119.45145,As Expected,17
2023,Saint Agnes Medical Center,Fresno,36.8370782,-119.7649963,Worse,1354
2023,San Joaquin Valley Rehabilitation Hospital,Fresno,36.84034,-119.760671,As Expected,7
2023,Kaiser Foundation Hospital - Fresno,Fresno,36.84246,-119.7832,As Expected,349
2023,Glenn Medical Center,Glenn,39.52055,-122.20791,As Expected,4
2023,Mad River Community Hospital,Humboldt,40.90351,-124.09038,As Expected,33
2023,Jerold Phelps Community Hospital,Humboldt,40.10195,-123.79286,,
2023,Redwood Memorial Hospital,Humboldt,40.58267,-124.13549,As Expected,26
2023,Saint Joseph Hospital - Eureka,Humboldt,40.7832,-124.14216,Worse,336
2023,El Centro Regional Medical Center,Imperial,32.78138,-115.49824,As Expected,209
2023,Pioneers Memorial Hospital,Imperial,32.96003,-115.55183,As Expected,131
2023,Northern Inyo Hospital,Inyo,37.36207,-118.40756,As Expected,24
2023,Southern Inyo Hospital,Inyo,36.60867,-118.05792,As Expected,5
2023,Delano Regional Medical Center,Kern,35.76143,-119.23706,As Expected,79
2023,Bakersfield Memorial Hospital,Kern,35.39051,-119.00658,Worse,655
2023,Kern Medical Center,Kern,35.380833,-118.967222,As Expected,197
2023,Kern Valley Healthcare District,Kern,35.63486,-118.40509,As Expected,13
2023,Mercy Hospital - Bakersfield,Kern,35.37323,-119.02715,As Expected,345
2023,Good Samaritan Hospital - Bakersfield,Kern,35.41216,-119.03913,As Expected,11
2023,Ridgecrest Regional Hospital,Kern,35.6404,-117.66996,As Expected,43
2023,San Joaquin Community Hospital,Kern,35.383064,-119.018775,Worse,589
2023,Bakersfield Heart Hospital,Kern,35.38619,-119.04314,As Expected,275
2023,Adventist Health Tehachapi Valley,Kern,35.14302,-118.44924,As Expected,56
2023,Adventist Medical Center,Kings,36.3256247,-119.6683912,As Expected,426
2023,Saint Helena Hospital - Clearlake,Lake,38.93556,-122.6201,As Expected,90
2023,Sutter Lakeside Hospital,Lake,39.10232,-122.91003,As Expected,71
2023,Banner Lassen Medical Center,Lassen,40.42306,-120.64609,As Expected,28
2023,Alhambra Hospital,Los Angeles,34.08988,-118.1449,As Expected,142
2023,Antelope Valley Hospital,Los Angeles,34.68928,-118.15767,As Expected,502
2023,Catalina Island Medical Center,Los Angeles,33.33887,-118.33369,As Expected,4
2023,Saint Mary Medical Center,Los Angeles,33.7802376,-118.1866412,As Expected,443
2023,Beverly Hospital,Los Angeles,34.01614,-118.10132,As Expected,261
2023,Brotman Medical Center,Los Angeles,34.02328,-118.39724,As Expected,295
2023,California Hospital Medical Center - Los Angeles,Los Angeles,34.03721,-118.26551,As Expected,851
2023,Casa Colina Hospital,Los Angeles,34.096265,-117.745655,As Expected,15
2023,Centinela Hospital Medical Center,Los Angeles,33.94917,-118.34788,Better,940
2023,City of Hope Helford Clinical Research Hospital,Los Angeles,34.13216,-117.97152,As Expected,10
2023,Community and Mission Hospital of Huntington Park - Slauson,Los Angeles,33.98929,-118.22466,As Expected,330
2023,Los Angeles Community Hospital,Los Angeles,34.01897,-118.1875,As Expected,350
2023,San Gabriel Valley Medical Center,Los Angeles,34.1024,-118.10503,As Expected,192
2023,Lakewood Regional Medical Center,Los Angeles,33.86016,-118.14837,As Expected,490
2023,Downey Regional Medical Center,Los Angeles,33.93515,-118.13196,As Expected,595
2023,East Los Angeles Doctors Hospital,Los Angeles,34.02383,-118.18377,As Expected,184
2023,Encino Hospital Medical Center,Los Angeles,34.15686,-118.48662,As Expected,69
2023,Foothill Presbyterian Hospital - Johnston Memorial,Los Angeles,34.13384,-117.87244,As Expected,254
2023,Garfield Medical Center,Los Angeles,34.06826,-118.12302,Worse,375
2023,Glendale Adventist Medical Center - Wilson Terrace,Los Angeles,34.14951,-118.23109,As Expected,733
2023,Greater El Monte Community Hospital,Los Angeles,34.04827,-118.04257,As Expected,109
2023,Hollywood Community Hospital,Los Angeles,34.09628,-118.32501,As Expected,92
2023,Hollywood Presbyterian Medical Center,Los Angeles,34.09557,-118.29163,As Expected,501
2023,Providence Holy Cross Medical Center,Los Angeles,34.2791,-118.45951,As Expected,858
2023,Good Samaritan Hospital - Los Angeles,Los Angeles,34.05324,-118.26522,As Expected,580
2023,Huntington Memorial Hospital,Los Angeles,34.13565,-118.1518,Better,769
2023,Citrus Valley Medical Center - Inter Community Campus,Los Angeles,34.08993,-117.89264,As Expected,396
2023,Torrance Memorial Medical Center,Los Angeles,33.81258,-118.34388,As Expected,1212
2023,Kaiser Foundation Hospital - Sunset,Los Angeles,34.09823,-118.29545,As Expected,712
2023,Kaiser Foundation Hospital - Harbor City,Los Angeles,33.789,-118.29415,As Expected,659
2023,Kaiser Foundation Hospital - Panorama City,Los Angeles,34.21975,-118.43009,As Expected,369
2023,Kaiser Foundation Hospital - West Los Angeles,Los Angeles,34.03793,-118.37568,Worse,401
2023,Providence Little Company of Mary Medical Center - Torrance,Los Angeles,33.83767,-118.35708,As Expected,731
2023,Marina Del Rey Hospital,Los Angeles,33.98125,-118.43971,As Expected,222
2023,Providence Tarzana Medical Center,Los Angeles,34.16985,-118.53136,As Expected,438
2023,Memorial Hospital of Gardena,Los Angeles,33.89246,-118.29493,As Expected,453
2023,Glendale Memorial Hospital and Medical Center,Los Angeles,34.1284,-118.25769,As Expected,439
2023,Mission Community Hospital - Panorama Campus,Los Angeles,34.22138,-118.45639,As Expected,141
2023,Long Beach Memorial Medical Center,Los Angeles,33.80801,-118.1852,As Expected,731
2023,Methodist Hospital of Southern California,Los Angeles,34.13603,-118.03879,As Expected,508
2023,Monterey Park Hospital,Los Angeles,34.05308,-118.13665,As Expected,144
2023,Cedars Sinai Medical Center,Los Angeles,34.07681,-118.38061,As Expected,1555
2023,Northridge Hospital Medical Center,Los Angeles,34.22075,-118.53186,Better,566
2023,Norwalk Community Hospital,Los Angeles,33.91108,-118.0644,As Expected,98
2023,Pacific Hospital of Long Beach,Los Angeles,33.80759,-118.19355,As Expected,103
2023,Pomona Valley Hospital Medical Center,Los Angeles,34.07852,-117.75234,As Expected,941
2023,Presbyterian Intercommunity Hospital,Los Angeles,33.96775,-118.04671,As Expected,891
2023,Citrus Valley Medical Center - Queen of the Valley Campus,Los Angeles,34.06242,-117.94528,As Expected,374
2023,Silver Lake Medical Center - Downtown Campus,Los Angeles,34.06879,-118.26324,As Expected,12
2023,San Dimas Community Hospital,Los Angeles,34.09922,-117.83218,As Expected,98
2023,Providence Little Company of Mary Medical Center - San Pedro,Los Angeles,33.73798,-118.30557,As Expected,249
2023,Santa Monica - UCLA Medical Center and Orthopedic Hospital,Los Angeles,34.02755,-118.48623,Better,392
2023,Pacifica Hospital of the Valley,Los Angeles,34.24088,-118.39555,As Expected,34
2023,Sherman Oaks Hospital,Los Angeles,34.15995,-118.4488,As Expected,249
2023,Saint Francis Medical Center,Los Angeles,33.93085,-118.20415,As Expected,587
2023,Saint John's Health Center,Los Angeles,34.0298085,-118.478687,As Expected,360
2023,Providence Saint Joseph Medical Center,Los Angeles,34.1559,-118.32711,As Expected,619
2023,Coast Plaza Doctors Hospital,Los Angeles,33.91264,-118.09906,Worse,117
2023,Ronald Reagan UCLA Medical Center,Los Angeles,34.068889,-118.445,As Expected,523
2023,Valley Presbyterian Hospital,Los Angeles,34.19399,-118.46196,As Expected,547
2023,Verdugo Hills Hospital,Los Angeles,34.20557,-118.2152,As Expected,213
2023,West Hills Hospital and Medical Center,Los Angeles,34.20365,-118.6294,As Expected,353
2023,White Memorial Medical Center,Los Angeles,34.051,-118.21739,As Expected,538
2023,Whittier Hospital Medical Center,Los Angeles,33.95379,-118.00303,As Expected,226
2023,Henry Mayo Newhall Memorial Hospital,Los Angeles,34.39637,-118.55324,As Expected,452
2023,Los Angeles County/Harbor - UCLA Medical Center,Los Angeles,33.83149,-118.29332,As Expected,722
2023,Los Angeles County/University of Southern California Medical Center,Los Angeles,34.05982,-118.21031,Better,1159
2023,Los Angeles County/Olive View - UCLA Medical Center,Los Angeles,34.32418,-118.45255,As Expected,516
2023,Los Angeles County/Rancho Los Amigos National Rehabilitation Center,Los Angeles,33.92723,-118.15795,As Expected,11
2023,Kaiser Foundation Hospital - Woodland Hills,Los Angeles,34.17198,-118.58829,As Expected,369
2023,University of Southern California University Hospital,Los Angeles,34.06284,-118.20287,As Expected,206
2023,Kaiser Foundation Hospital - Baldwin Park,Los Angeles,34.06348,-117.986,Worse,585
2023,Kaiser Foundation Hospital - Downey,Los Angeles,33.9171234,-118.1290216,As Expected,659
2023,Palmdale Regional Medical Center,Los Angeles,34.5843754,-118.1443461,As Expected,456
2023,Kaiser Foundation Hospital - San Rafael,Marin,38.0041,-122.55376,As Expected,202
2023,Marin General Hospital,Marin,37.94651,-122.53715,As Expected,363
2023,Novato Community Hospital,Marin,38.09749,-122.55887,As Expected,67
2023,John C. Fremont Healthcare District,Mariposa,37.50126,-119.97714,As Expected,12
2023,Mendocino Coast District Hospital,Mendocino,39.4326,-123.80068,As Expected,59
2023,Ukiah Valley Medical Center,Mendocino,39.1528,-123.20363,As Expected,151
2023,Frank R. Howard Memorial Hospital,Mendocino,39.39927,-123.35486,As Expected,58
2023,Memorial Hospital Los Banos,Merced,37.06273,-120.86147,Worse,62
2023,Mercy Medical Center - Merced,Merced,37.3402309,-120.4651815,As Expected,623
2023,Modoc Medical Center,Modoc,41.48747,-120.55285,As Expected,6
2023,Mammoth Hospital,Mono,37.64524,-118.96408,As Expected,10
2023,Community Hospital Monterey Peninsula,Monterey,36.59827,-121.92488,As Expected,503
2023,George L. Mee Memorial Hospital,Monterey,36.2071,-121.1325,As Expected,8
2023,Salinas Valley Memorial Hospital,Monterey,36.66022,-121.6481,As Expected,626
2023,Natividad Medical Center,Monterey,36.69686,-121.6297,As Expected,143
2023,Queen of the Valley Hospital - Napa,Napa,38.32363,-122.296,As Expected,250
2023,Saint Helena Hospital,Napa,38.53937349,-122.473003,As Expected,129
2023,Sierra Nevada Memorial Hospital,Nevada,39.22932,-121.04748,As Expected,218
2023,Tahoe Forest Hospital,Nevada,39.3245579,-120.2014553,As Expected,39
2023,Orange Coast Memorial Medical Center,Orange,33.70162,-117.95524,As Expected,481
2023,AHMC Anaheim Regional Medical Center,Orange,33.84725,-117.93248,As Expected,194
2023,Chapman Medical Center,Orange,33.78785,-117.82586,As Expected,28
2023,Fountain Valley Regional Hospital and Medical Center - Euclid,Orange,33.71546,-117.93694,Worse,582
2023,Western Medical Center - Anaheim,Orange,33.8209,-117.90921,As Expected,57
2023,Hoag Memorial Hospital Presbyterian,Orange,33.62526,-117.92949,As Expected,913
2023,Huntington Beach Hospital,Orange,33.70442,-117.98895,As Expected,134
2023,La Palma Intercommunity Hospital,Orange,33.8485,-118.03737,As Expected,135
2023,Los Alamitos Medical Center,Orange,33.80327,-118.0674,As Expected,429
2023,Coastal Communities Hospital,Orange,33.71112,-117.88539,As Expected,67
2023,Mission Hospital Regional Medical Center,Orange,33.56279,-117.66768,As Expected,419
2023,UC Irvine Medical Center,Orange,33.7889,-117.89064,As Expected,579
2023,Garden Grove Hospital and Medical Center,Orange,33.7745089,-117.9130315,As Expected,101
2023,Placentia Linda Hospital,Orange,33.88704521,-117.8431129,As Expected,234
2023,Saddleback Memorial Medical Center,Orange,33.60796,-117.70837,Better,488
2023,Mission Hospital Laguna Beach,Orange,33.4997391,-117.7422502,As Expected,67
2023,Saint Joseph Hospital - Orange,Orange,33.7823,-117.86516,As Expected,644
2023,Saint Jude Medical Center,Orange,33.89349,-117.92851,As Expected,548
2023,Foothill Regional Medical Center,Orange,33.73119,-117.82903,As Expected,92
2023,West Anaheim Medical Center,Orange,33.82482,-117.99492,As Expected,246
2023,Western Medical Center - Santa Ana,Orange,33.75361,-117.83398,As Expected,226
2023,Kaiser Foundation Hospital – Orange County – Anaheim,Orange,33.8544317,-117.8439815,As Expected,767
2023,Hoag Orthopedic Institute,Orange,33.6617789,-117.7735916,,
2023,Sutter Auburn Faith Hospital,Placer,38.94452,-121.0982,As Expected,134
2023,Sutter Roseville Medical Center,Placer,38.76439,-121.25055,As Expected,920
2023,Kaiser Foundation Hospital - Roseville,Placer,38.74636,-121.25107,Worse,780
2023,Eastern Plumas Hospital - Portola Campus,Plumas,39.8052,-120.47088,,
2023,Plumas District Hospital,Plumas,39.93938,-120.96244,As Expected,25
2023,Seneca Healthcare District,Plumas,40.30518,-121.23421,,
2023,Corona Regional Medical Center - Main,Riverside,33.8733354,-117.5668015,As Expected,480
2023,Desert Regional Medical Center,Riverside,33.83932,-116.54549,As Expected,523
2023,Eisenhower Medical Center,Riverside,33.76418,-116.40808,Better,997
2023,Hemet Valley Medical Center,Riverside,33.75113,-116.95958,As Expected,324
2023,John F. Kennedy Memorial Hospital,Riverside,33.70677,-116.23391,As Expected,223
2023,Parkview Community Hospital Medical Center,Riverside,33.92573,-117.43996,As Expected,305
2023,Riverside Community Hospital,Riverside,33.97641,-117.37997,Better,997
2023,San Gorgonio Memorial Hospital,Riverside,33.9295,-116.94678,As Expected,128
2023,Menifee Valley Medical Center,Riverside,33.72146,-117.15691,As Expected,105
2023,Kaiser Foundation Hospital - Riverside,Riverside,33.9063,-117.47082,As Expected,301
2023,Kaiser Foundation Hospital - Moreno Valley,Riverside,33.89519,-117.18094,As Expected,186
2023,Southwest Healthcare System - Murrieta,Riverside,33.55788,-117.18488,As Expected,420
2023,Riverside County Regional Medical Center,Riverside,33.91187,-117.19525,As Expected,634
2023,Vibra Rehabilitation Hospital of Rancho Mirage,Riverside,33.81487,-116.43945,,
2023,Temecula Valley,Riverside,33.4795943,-117.1048018,As Expected,645
2023,Loma Linda University Medical Center - Murrieta,Riverside,33.6122263,-117.1624483,As Expected,703
2023,Kaiser Foundation Hospital - Sacramento/Roseville-Morse,Sacramento,38.60197,-121.39232,As Expected,661
2023,Mercy General Hospital,Sacramento,38.56955,-121.45271,As Expected,898
2023,Mercy San Juan Hospital,Sacramento,38.66818,-121.31261,Worse,1000
2023,Methodist Hospital of Sacramento,Sacramento,38.46416,-121.41744,As Expected,584
2023,UC Davis Medical Center,Sacramento,38.55438,-121.45738,As Expected,1237
2023,Sutter General Hospital,Sacramento,38.57176,-121.47008,As Expected,985
2023,Kaiser Foundation Hospital - South Sacramento,Sacramento,38.47144,-121.42409,As Expected,808
2023,Mercy Hospital - Folsom,Sacramento,38.67223,-121.1428,As Expected,463
2023,Hazel Hawkins Memorial Hospital,San Benito,36.835,-121.38609,As Expected,69
2023,Bear Valley Community Hospital,San Bernardino,34.24728,-116.88988,As Expected,9
2023,Chino Valley Medical Center,San Bernardino,34.02626,-117.687,As Expected,189
2023,Montclair Hospital Medical Center,San Bernardino,34.07774,-117.69603,As Expected,132
2023,Kaiser Foundation Hospital - Fontana,San Bernardino,34.0725,-117.43549,Worse,821
2023,Loma Linda University Medical Center,San Bernardino,34.05164,-117.26146,As Expected,1040
2023,Mountains Community Hospital,San Bernardino,34.26583,-117.16716,As Expected,6
2023,Redlands Community Hospital,San Bernardino,34.03699,-117.2044,As Expected,368
2023,San Antonio Community Hospital,San Bernardino,34.10056,-117.63828,Worse,826
2023,Community Hospital of San Bernardino,San Bernardino,34.13138,-117.32245,As Expected,215
2023,Saint Bernadine Medical Center,San Bernardino,34.1341,-117.27865,As Expected,746
2023,Saint Mary Regional Medical Center,San Bernardino,34.54053,-117.26535,As Expected,765
2023,Victor Valley Community Hospital,San Bernardino,34.5281768,-117.2925622,As Expected,205
2023,Colorado River Medical Center,San Bernardino,34.8325,-114.61818,As Expected,9
2023,Hi-Desert Medical Center,San Bernardino,34.13323,-116.27654,As Expected,94
2023,Desert Valley Hospital,San Bernardino,34.47093,-117.29778,Better,586
2023,Arrowhead Regional Medical Center,San Bernardino,34.07163215,-117.3527761,As Expected,621
2023,Barstow Community Hospital,San Bernardino,34.8935263,-117.0168841,As Expected,111
2023,Kaiser Foundation Hospital – San Marcos,San Diego,33.1298157,-117.1702328,As Expected,94
2023,Alvarado Hospital,San Diego,32.77708,-117.05683,As Expected,187
2023,Sharp Coronado Hospital and Healthcare Center,San Diego,32.69427,-117.16808,As Expected,112
2023,Sharp Memorial Hospital,San Diego,32.80016,-117.15531,As Expected,916
2023,Grossmont Hospital,San Diego,32.77963,-117.00924,As Expected,1095
2023,Kaiser Foundation Hospital - San Diego,San Diego,32.79287,-117.09447,As Expected,1079
2023,Scripps Mercy Hospital,San Diego,32.75128,-117.1609,Better,1180
2023,Paradise Valley Hospital,San Diego,32.6863293,-117.0830382,As Expected,200
2023,Scripps Memorial Hospital - La Jolla,San Diego,32.88506,-117.22279,As Expected,979
2023,Tri-City Medical Center - Oceanside,San Diego,33.18394,-117.29027,As Expected,293
2023,UC San Diego Medical Center,San Diego,32.75387,-117.16498,Better,1050
2023,Sharp Chula Vista Medical Center,San Diego,32.61909,-117.02488,As Expected,869
2023,Pomerado Hospital,San Diego,32.99563,-117.05784,As Expected,167
2023,Scripps Green Hospital,San Diego,32.89654,-117.2419,As Expected,79
2023,Scripps Memorial Hospital - Encinitas,San Diego,33.0363,-117.28495,Better,629
2023,Palomar Medical Center,San Diego,33.12158,-117.11961,Worse,624
2023,Kaiser Foundation Hospital - San Francisco,San Francisco,37.78274,-122.44289,Worse,436
2023,California Pacific Medical Center  Davies Campus,San Francisco,37.7691,-122.43465,As Expected,100
2023,San Francisco General Hospital,San Francisco,37.75657,-122.40637,As Expected,482
2023,Saint Francis Memorial Hospital,San Francisco,37.78917,-122.41695,As Expected,110
2023,"Saint Mary's Medical Center, San Francisco",San Francisco,37.77408,-122.45441,Better,212
2023,UC San Francisco Medical Center,San Francisco,37.7635148,-122.4576564,Better,619
2023,Chinese Hospital,San Francisco,37.79565,-122.40926,As Expected,73
2023,California Pacific Medical Center - Van Ness Campus,San Francisco,37.78584,-122.42175,As Expected,521
2023,Callifornia Pacific Medical Center - Mission Bernal Campus,San Francisco,37.74804,-122.42094,As Expected,275
2023,Dameron Hospital,San Joaquin,37.9613,-121.30061,As Expected,267
2023,Lodi Memorial Hospital,San Joaquin,38.12146,-121.2859,Better,499
2023,San Joaquin General Hospital,San Joaquin,37.88594,-121.28918,As Expected,387
2023,Saint Joseph's Medical Center of Stockton,San Joaquin,37.97075,-121.2891,As Expected,1068
2023,Sutter Tracy Community Hospital,San Joaquin,37.74366,-121.43482,As Expected,173
2023,Doctors Hospital of Manteca,San Joaquin,37.80118,-121.19818,As Expected,184
2023,Kaiser Foundation Hospital - Manteca,San Joaquin,37.79751,-121.24612,As Expected,567
2023,Arroyo Grande Community Hospital,San Luis Obispo,35.11369,-120.59147,As Expected,94
2023,French Hospital Medical Center,San Luis Obispo,35.27801,-120.64977,As Expected,290
2023,Sierra Vista Regional Medical Center,San Luis Obispo,35.29105,-120.66576,As Expected,81
2023,Twin Cities Community Hospital,San Luis Obispo,35.5543,-120.71967,As Expected,180
2023,San Mateo Medical Center,San Mateo,37.53017,-122.29951,As Expected,106
2023,Kaiser Foundation Hospital - South San Francisco,San Mateo,37.65806,-122.43837,As Expected,446
2023,Seton Medical Center,San Mateo,37.68172,-122.47283,As Expected,200
2023,Peninsula Medical Center,San Mateo,37.5944692,-122.3832465,As Expected,517
2023,Sequoia Hospital,San Mateo,37.48129,-122.25377,As Expected,227
2023,Kaiser Foundation Hospital  Redwood City,San Mateo,37.48967,-122.22463,As Expected,172
2023,Goleta Valley Cottage Hospital,Santa Barbara,34.43336,-119.80929,As Expected,22
2023,Lompoc Valley Medical Center,Santa Barbara,34.639252,-120.4396497,As Expected,62
2023,Marian Medical Center,Santa Barbara,34.95198,-120.41338,As Expected,305
2023,Santa Barbara Cottage Hospital,Santa Barbara,34.42943,-119.72318,As Expected,548
2023,Santa Ynez Valley Cottage Hospital,Santa Barbara,34.602458,-120.126198,As Expected,12
2023,Regional Medical of San Jose,Santa Clara,37.36332,-121.84837,As Expected,471
2023,El Camino Hospital,Santa Clara,37.36779,-122.07801,As Expected,750
2023,Good Samaritan Hospital - San Jose,Santa Clara,37.25116,-121.9449,Better,556
2023,O'Connor Hospital - San Jose,Santa Clara,37.32714,-121.93727,As Expected,655
2023,Santa Clara Valley Medical Center,Santa Clara,37.31346,-121.93202,As Expected,725
2023,Stanford Hospital,Santa Clara,37.43342,-122.17827,Better,995
2023,Kaiser Foundation Hospital - San Jose,Santa Clara,37.23924,-121.80269,As Expected,519
2023,Saint Louise Regional Hospital,Santa Clara,37.03731,-121.57411,As Expected,218
2023,Kaiser Foundation Hospital - Santa Clara,Santa Clara,37.334597,-121.995774,Worse,721
2023,Dominican Hospital - Santa Cruz/Soquel,Santa Cruz,36.98806,-121.98489,As Expected,492
2023,Watsonville Community Hospital,Santa Cruz,36.92839,-121.79173,As Expected,109
2023,Mayers Memorial Hospital,Shasta,41.02423,-121.42442,As Expected,19
2023,Shasta Regional Medical Center,Shasta,40.5855423,-122.3862952,As Expected,265
2023,Mercy Medical Center - Redding,Shasta,40.57204,-122.39742,As Expected,536
2023,Mercy Medical Center Mt. Shasta,Siskiyou,41.31896,-122.323,As Expected,23
2023,Fairchild Medical Center,Siskiyou,41.71865,-122.64353,As Expected,41
2023,Kaiser Foundation Hospital - Rehabilitation Center Vallejo,Solano,38.12839,-122.24761,Worse,315
2023,Sutter Solano Medical Center,Solano,38.13117,-122.23912,As Expected,246
2023,North Bay Medical Center,Solano,38.26097,-122.05076,As Expected,531
2023,Kaiser Foundation Hospital - Vacaville,Solano,38.3894968,-121.9373177,As Expected,217
2023,Healdsburg District Hospital,Sonoma,38.62764,-122.86385,As Expected,20
2023,Petaluma Valley Hospital,Sonoma,38.25323,-122.63302,As Expected,98
2023,Santa Rosa Memorial Hospital - Montgomery,Sonoma,38.44304,-122.70114,As Expected,484
2023,Sonoma Valley Hospital,Sonoma,38.28841,-122.46524,As Expected,45
2023,Palm Drive Hospital,Sonoma,38.39836,-122.82111,Worse,5
2023,Kaiser Foundation Hospital - Santa Rosa,Sonoma,38.47087,-122.73119,As Expected,442
2023,Sutter Santa Ros,Sonoma,38.49636,-122.7514,As Expected,374
2023,Doctors Medical Center,Stanislaus,37.66439,-120.99631,As Expected,949
2023,"Emanuel Medical Center, Inc.",Stanislaus,37.51052,-120.83966,As Expected,599
2023,Memorial Hospital Medical Center - Modesto,Stanislaus,37.66727,-120.97546,As Expected,881
2023,Oak Valley District Hospital,Stanislaus,37.75782,-120.86031,As Expected,32
2023,Saint Elizabeth Community Hospital,Tehama,40.1495,-122.21887,As Expected,160
2023,Trinity Hospital,Trinity,40.73784,-122.94037,As Expected,6
2023,Kaweah Delta Medical Center,Tulare,36.32753,-119.29345,Worse,983
2023,Sierra View District Hospital,Tulare,36.06948,-119.02727,As Expected,168
2023,Tulare Regional Medical Center,Tulare,36.22217,-119.33775,As Expected,70
2023,Sonora Regional Medical Center - Greenley,Tuolumne,37.98811,-120.36965,As Expected,148
2023,Community Memorial Hospital - San Buenaventura,Ventura,34.274589,-119.258124,As Expected,479
2023,Ventura County Medical Center,Ventura,34.27634,-119.2517,As Expected,240
2023,Los Robles Hospital and Medical Center,Ventura,34.20539,-118.89297,As Expected,427
2023,Ojai Valley Community Hospital,Ventura,34.44221,-119.26311,As Expected,6
2023,Saint John's Pleasant Valley Hospital,Ventura,34.24177,-119.018,As Expected,177
2023,Simi Valley Hospital and Healthcare Services - Sycamore,Ventura,34.28945,-118.74405,As Expected,341
2023,Saint John's Regional Medical Center,Ventura,34.21687,-119.15819,As Expected,449
2023,Woodland Memorial Hospital,Yolo,38.66284,-121.7933,As Expected,112
2023,Sutter Davis Hospital,Yolo,38.56154,-121.77244,As Expected,159
2023,Rideout Memorial Hospital,Yuba,39.138222,-121.594363,As Expected,669
2022,Alameda Hospital,Alameda,37.762953,-122.25362,As Expected,139
2022,Alta Bates Summit Medical Center - Alta Bates Campus,Alameda,37.85633,-122.25784,As Expected,258
2022,Alameda County Medical Center - Highland Campus,Alameda,37.79917,-122.2312,As Expected,509
2022,Alta Bates Summit Medical Center - Summit Campus - Hawthorne,Alameda,37.82106,-122.26257,As Expected,632
2022,Saint Rose Hospital,Alameda,37.63291,-122.08962,As Expected,240
2022,Washington Hospital - Fremont,Alameda,37.55847,-121.98006,As Expected,528
2022,Valleycare Medical Center,Alameda,37.69206,-121.88095,As Expected,312
2022,Kaiser Foundation Hospital – Fremont,Alameda,37.55055,-121.97483,As Expected,261
2022,Eden Medical Center,Alameda,37.6983769,-122.0874055,As Expected,369
2022,Kaiser Foundation Hospital – Oakland/Richmond,Alameda,37.82402,-122.25791,As Expected,978
2022,Kaiser Foundation Hospital – San Leandro,Alameda,37.70611,-122.16917,As Expected,494
2022,Sutter Amador Hospital,Amador,38.34743,-120.77272,As Expected,104
2022,Biggs Gridley Memorial Hospital,Butte,39.36705,-121.69058,As Expected,29
2022,Oroville Hospital,Butte,39.50485,-121.5428,As Expected,389
2022,Enloe Medical Center - Esplanade Campus,Butte,39.74224,-121.84922,As Expected,984
2022,Mark Twain Saint Joseph's Hospital,Calaveras,38.19021,-120.67105,As Expected,54
2022,Colusa Regional Medical Center,Colusa,39.20727,-122.00031,As Expected,27
